Frame,Body_Angle_deg,Leg_Stretch_Ratio
676,93.134,0.451
677,100.889,0.593
677,95.369,0.466
678,102.922,0.594
678,93.595,0.454
679,101.992,0.592
679,93.023,0.436
680,101.496,0.591
680,99.681,0.422
681,101.493,0.59
681,100.056,0.423
682,101.094,0.552
682,97.878,0.442
683,99.994,0.595
683,98.919,0.446
684,98.11,0.584
684,96.044,0.434
685,97.262,0.603
685,99.302,0.482
686,96.753,0.574
686,100.209,0.516
687,96.766,0.574
687,100.108,0.516
688,96.035,0.554
688,96.698,0.491
689,95.062,0.548
689,91.845,0.387
690,94.04,0.532
690,95.041,0.457
691,94.443,0.512
691,90.862,0.419
692,95.77,0.498
692,85.298,0.389
693,95.752,0.498
693,85.299,0.39
694,96.834,0.501
694,90.296,0.395
695,95.105,0.5
695,88.608,0.4
696,94.231,0.509
696,89.451,0.388
697,97.128,0.528
697,87.311,0.417
698,92.804,0.554
698,85.369,0.39
699,92.838,0.554
699,86.704,0.431
700,96.281,0.564
700,87.382,0.448
701,97.342,0.582
701,90.981,0.427
702,96.869,0.516
702,89.511,0.444
703,102.994,0.447
703,88.894,0.441
704,102.478,0.549
704,90.598,0.401
705,102.716,0.55
705,90.544,0.402
706,103.461,0.501
706,90.835,0.414
707,100.765,0.492
707,89.361,0.414
708,104.065,0.557
708,86.879,0.453
709,104.73,0.544
709,90.57,0.445
710,108.047,0.537
710,93.184,0.427
711,107.866,0.537
711,93.233,0.426
712,116.366,0.599
712,92.064,0.403
713,124.014,0.617
713,89.22,0.406
714,119.722,0.66
714,90.286,0.442
715,114.979,0.621
715,93.185,0.474
716,119.08,0.495
716,97.864,0.449
717,119.046,0.494
717,97.883,0.449
718,125.259,0.513
718,98.364,0.424
719,129.127,0.511
719,97.707,0.435
720,131.258,0.525
720,95.931,0.439
721,137.01,0.457
721,96.392,0.427
722,133.961,0.559
722,93.962,0.371
723,133.902,0.559
723,94.06,0.372
724,129.726,0.557
724,90.866,0.365
725,124.142,0.552
725,79.894,0.337
726,126.933,0.593
726,80.653,0.354
727,125.463,0.605
728,124.405,0.559
728,41.088,0.331
729,124.302,0.559
729,40.774,0.327
730,114.62,0.538
730,29.303,0.335
731,106.576,0.541
731,22.429,0.331
732,95.023,0.608
732,21.616,0.362
733,95.047,0.65
733,31.509,0.378
734,84.229,0.631
734,36.559,0.389
735,84.19,0.631
735,36.013,0.389
736,79.776,0.596
736,40.667,0.411
737,69.953,0.645
737,44.958,0.424
738,67.021,0.599
738,47.185,0.432
739,61.719,0.588
739,54.004,0.429
740,58.249,0.629
740,58.93,0.431
741,58.119,0.631
741,58.994,0.431
742,54.044,0.617
742,63.263,0.417
743,59.399,0.598
743,74.708,0.416
744,60.755,0.634
744,70.842,0.366
745,65.353,0.593
745,74.11,0.38
746,73.328,0.593
746,77.111,0.37
747,73.324,0.592
747,77.012,0.37
748,76.99,0.548
748,78.539,0.375
749,81.542,0.536
749,81.634,0.374
750,82.811,0.493
750,82.278,0.378
751,80.564,0.498
751,81.671,0.401
752,80.51,0.522
752,83.142,0.397
753,80.588,0.523
753,83.189,0.397
754,83.357,0.509
754,83.757,0.391
755,83.405,0.531
755,85.071,0.389
756,81.025,0.534
756,83.735,0.378
757,78.398,0.539
757,83.01,0.385
758,75.734,0.525
758,82.704,0.382
759,75.738,0.525
759,82.833,0.382
760,75.997,0.467
760,82.697,0.385
761,78.989,0.432
761,82.118,0.391
762,75.695,0.449
762,83.913,0.387
763,69.022,0.469
763,85.023,0.394
764,63.952,0.491
764,86.364,0.392
765,64.004,0.492
765,86.685,0.395
766,58.752,0.452
766,86.811,0.407
767,56.113,0.439
767,88.702,0.427
768,51.676,0.462
768,91.196,0.396
769,59.882,0.555
769,90.337,0.39
770,64.074,0.407
770,96.124,0.412
771,64.132,0.407
771,96.155,0.413
772,62.931,0.501
772,94.121,0.406
773,74.592,0.397
773,106.94,0.423
774,73.547,0.411
774,109.312,0.431
775,76.563,0.467
775,107.423,0.44
776,81.501,0.44
776,105.784,0.439
777,81.541,0.44
777,105.91,0.439
778,84.106,0.428
778,94.543,0.434
779,84.109,0.446
779,95.431,0.403
780,86.011,0.455
780,92.87,0.371
781,86.822,0.448
781,94.279,0.372
782,87.807,0.455
782,91.124,0.424
783,87.74,0.455
783,91.05,0.423
784,90.063,0.47
784,90.507,0.443
785,90.066,0.493
785,85.32,0.434
786,91.254,0.507
786,80.001,0.401
787,91.802,0.505
787,78.08,0.436
788,90.589,0.509
788,78.337,0.484
789,90.549,0.509
789,78.399,0.484
790,91.099,0.526
790,75.674,0.521
791,91.245,0.533
791,75.083,0.467
792,90.335,0.528
792,79.549,0.394
793,91.106,0.525
793,87.804,0.428
794,88.58,0.529
795,88.57,0.529
796,88.667,0.525
797,87.594,0.517
798,86.638,0.535
798,84.438,0.416
799,84.193,0.548
799,75.109,0.519
800,81.114,0.598
800,82.598,0.53
801,81.156,0.598
801,82.581,0.527
802,80.076,0.609
802,86.857,0.406
802,90.995,0.248
803,80.008,0.595
803,85.287,0.5
803,91.264,0.243
804,81.009,0.579
804,86.004,0.465
804,90.855,0.244
805,79.345,0.56
805,89.801,0.408
806,74.519,0.555
806,89.331,0.44
807,74.484,0.555
807,89.285,0.442
808,69.812,0.562
808,88.291,0.429
809,63.593,0.556
809,86.687,0.414
810,54.277,0.494
810,87.288,0.4
811,50.949,0.585
811,87.096,0.389
812,38.207,0.64
812,88.541,0.371
813,38.147,0.64
813,88.756,0.37
814,32.943,0.554
814,88.986,0.381
815,22.913,0.561
815,89.81,0.39
816,16.835,0.54
816,89.519,0.366
817,10.887,0.637
817,90.786,0.386
818,3.275,0.706
818,83.927,0.383
819,3.29,0.705
819,83.74,0.383
820,1.457,0.674
820,82.468,0.357
821,0.701,0.584
821,80.287,0.414
822,6.931,0.639
822,79.326,0.409
823,2.593,0.601
823,74.452,0.4
824,4.935,0.636
824,71.826,0.383
825,5.017,0.635
825,71.834,0.383
826,8.36,0.621
827,11.594,0.622
827,73.321,0.386
828,16.49,0.546
828,72.523,0.396
829,12.323,0.632
829,77.043,0.391
830,12.972,0.646
830,78.408,0.382
831,13.278,0.646
831,78.2,0.382
832,18.754,0.673
832,82.279,0.355
833,19.854,0.633
833,85.549,0.355
834,30.141,0.517
834,84.242,0.358
835,37.451,0.492
835,81.816,0.387
836,41.812,0.467
836,85.716,0.393
837,41.774,0.467
837,85.664,0.392
838,57.703,0.476
838,86.252,0.394
839,68.149,0.498
839,85.388,0.4
840,73.422,0.545
840,86.502,0.376
841,80.776,0.563
841,86.358,0.385
842,86.136,0.556
842,87.485,0.354
843,86.128,0.555
843,87.496,0.354
844,92.189,0.551
844,85.461,0.386
845,92.723,0.607
845,84.035,0.413
846,99.031,0.577
846,81.39,0.418
847,101.474,0.55
847,78.468,0.404
848,99.436,0.535
848,75.357,0.382
849,99.396,0.536
849,75.405,0.382
850,98.666,0.535
850,68.779,0.357
851,96.518,0.528
852,92.682,0.539
853,89.57,0.537
854,88.87,0.539
855,88.94,0.539
856,88.293,0.523
856,75.628,0.329
857,86.417,0.514
857,79.145,0.334
858,83.26,0.517
858,87.661,0.421
859,83.853,0.51
859,89.758,0.461
860,87.523,0.469
860,93.232,0.465
861,87.575,0.47
861,93.269,0.465
862,88.252,0.353
862,89.071,0.405
863,92.096,0.357
863,91.242,0.426
864,93.007,0.404
864,90.646,0.463
865,95.567,0.498
865,94.933,0.475
866,97.703,0.508
866,94.446,0.496
867,97.634,0.506
867,94.472,0.496
868,98.579,0.496
868,91.204,0.497
869,93.014,0.496
869,90.096,0.455
870,90.08,0.47
870,91.391,0.414
871,92.396,0.498
871,90.355,0.438
872,91.497,0.482
872,91.205,0.454
873,91.554,0.482
873,91.251,0.454
874,91.911,0.482
874,92.468,0.409
875,93.83,0.463
875,89.447,0.403
876,95.966,0.522
876,90.7,0.429
877,93.359,0.546
877,87.137,0.406
878,92.01,0.555
878,86.454,0.411
879,92.042,0.555
879,86.418,0.41
880,90.479,0.536
880,87.771,0.384
881,95.352,0.561
881,89.23,0.385
882,92.688,0.509
882,86.818,0.385
883,87.892,0.488
883,86.799,0.403
884,87.103,0.503
884,88.033,0.408
885,87.079,0.503
885,87.997,0.409
886,87.119,0.529
886,85.937,0.421
887,85.098,0.556
887,85.54,0.418
888,79.243,0.611
888,88.462,0.41
889,81.44,0.571
889,83.924,0.419
890,78.448,0.604
890,83.389,0.416
891,78.359,0.606
891,83.425,0.416
892,76.504,0.596
892,86.491,0.465
893,80.332,0.57
893,86.572,0.465
894,79.587,0.568
894,88.017,0.454
895,79.377,0.56
895,90.953,0.438
896,74.898,0.593
896,87.494,0.41
897,74.926,0.593
897,87.608,0.409
898,77.042,0.602
898,90.042,0.408
899,77.193,0.602
899,92.535,0.417
900,77.39,0.585
900,94.074,0.433
901,80.125,0.569
901,94.705,0.434
902,76.227,0.547
902,92.96,0.427
903,76.301,0.547
903,92.905,0.428
904,80.806,0.569
904,91.455,0.429
905,78.98,0.556
905,92.628,0.444
906,79.469,0.547
906,91.184,0.444
907,76.441,0.551
907,89.942,0.396
908,76.928,0.557
908,90.408,0.416
909,77.015,0.557
909,90.434,0.415
910,78.612,0.547
910,92.096,0.415
911,79.185,0.551
911,94.298,0.418
912,78.423,0.592
912,96.855,0.393
913,80.44,0.608
913,98.096,0.403
914,82.397,0.596
914,97.9,0.449
915,82.357,0.595
915,98.172,0.449
916,82.75,0.605
916,102.135,0.443
917,86.647,0.615
917,102.309,0.403
918,89.647,0.602
918,96.44,0.407
919,90.503,0.598
919,93.809,0.418
920,90.907,0.549
921,90.91,0.549
922,91.744,0.546
922,94.146,0.376
923,91.265,0.547
923,94.285,0.403
924,90.986,0.555
924,93.435,0.385
925,91.415,0.585
925,90.659,0.387
926,92.415,0.598
926,93.272,0.422
927,92.303,0.598
927,93.221,0.422
928,91.585,0.565
928,90.004,0.403
929,93.092,0.571
929,91.087,0.39
930,91.445,0.584
930,89.158,0.395
931,89.815,0.574
931,82.216,0.418
932,91.166,0.567
932,86.301,0.347
933,91.139,0.567
933,86.33,0.347
934,91.224,0.569
934,72.697,0.388
935,91.351,0.563
935,78.584,0.363
936,90.426,0.548
936,85.576,0.368
937,90.665,0.572
937,90.255,0.367
938,91.517,0.58
938,90.052,0.401
939,91.522,0.58
939,90.013,0.401
940,92.54,0.597
941,94.411,0.604
942,95.326,0.589
943,95.455,0.561
943,103.79,0.4
944,97.321,0.56
945,97.346,0.559
946,96.887,0.535
946,98.939,0.428
947,96.1,0.567
947,96.645,0.451
948,97.914,0.586
948,91.552,0.477
949,97.775,0.636
949,114.441,0.492
950,96.644,0.612
950,95.301,0.459
951,96.668,0.613
951,95.242,0.459
952,95.167,0.582
952,99.057,0.441
953,94.945,0.528
953,122.808,0.456
954,93.881,0.563
954,122.46,0.47
955,87.725,0.658
955,116.423,0.469
956,85.559,0.631
956,115.907,0.43
957,85.541,0.631
957,115.765,0.429
958,78.683,0.536
958,107.936,0.379
959,70.697,0.565
959,107.709,0.383
960,62.909,0.628
960,113.915,0.375
961,52.346,0.505
961,119.783,0.398
962,47.824,0.676
962,113.204,0.375
963,47.73,0.674
963,113.594,0.374
964,42.17,0.626
964,108.553,0.364
965,40.017,0.649
965,101.699,0.347
966,37.669,0.692
966,79.358,0.377
967,39.436,0.731
967,77.144,0.357
968,32.899,0.822
968,80.196,0.365
969,32.925,0.822
969,80.183,0.365
970,31.622,0.721
970,70.914,0.363
971,38.172,0.681
971,57.287,0.357
972,40.599,0.587
972,60.392,0.344
973,43.078,0.523
973,53.053,0.364
974,47.2,0.491
974,46.266,0.404
975,47.174,0.491
975,46.183,0.403
976,50.619,0.399
976,52.217,0.427
977,50.717,0.475
977,56.674,0.39
978,50.605,0.424
978,62.472,0.409
979,52.619,0.387
979,69.003,0.368
980,50.254,0.412
980,74.869,0.433
981,50.21,0.412
981,74.799,0.434
982,53.316,0.412
983,54.218,0.326
984,49.212,0.325
984,85.482,0.368
985,63.239,0.464
985,90.115,0.386
986,51.476,0.371
986,90.698,0.373
987,51.394,0.369
987,90.767,0.373
988,58.74,0.49
988,83.4,0.405
989,56.571,0.373
989,87.381,0.392
990,60.834,0.42
990,88.352,0.403
991,65.096,0.422
991,86.217,0.419
992,69.258,0.446
992,86.427,0.394
993,69.121,0.446
993,86.54,0.394
994,73.261,0.424
994,85.166,0.429
995,75.89,0.395
995,87.428,0.442
996,85.498,0.451
996,88.231,0.431
997,88.768,0.494
997,81.709,0.445
998,96.789,0.491
998,72.523,0.396
999,96.747,0.491
999,72.412,0.395
1000,101.442,0.485
1000,63.201,0.407
1001,105.789,0.502
1001,52.298,0.45
1002,108.806,0.544
1002,37.329,0.452
1003,108.785,0.52
1003,32.719,0.417
1004,114.696,0.555
1004,17.934,0.441
1005,114.665,0.557
1005,18.674,0.441
1006,113.744,0.599
1006,10.445,0.443
1007,115.376,0.586
1007,26.905,0.436
1008,119.88,0.585
1008,79.859,0.433
1009,127.542,0.612
1009,33.252,0.425
1010,120.772,0.549
1010,41.405,0.454
1011,120.71,0.548
1011,41.33,0.454
1012,117.182,0.542
1012,60.771,0.492
1013,117.538,0.562
1013,72.195,0.464
1014,115.581,0.566
1014,75.534,0.482
1015,112.823,0.535
1015,81.578,0.416
1016,110.707,0.512
1016,81.049,0.438
1017,110.733,0.513
1017,81.018,0.437
1018,106.805,0.503
1018,81.025,0.455
1019,104.738,0.508
1019,89.373,0.486
1020,102.315,0.533
1020,91.002,0.488
1021,102.177,0.567
1021,90.681,0.472
1022,102.706,0.591
1022,90.229,0.467
1023,102.676,0.592
1023,90.148,0.467
1024,98.005,0.591
1024,90.372,0.444
1025,100.158,0.615
1025,90.987,0.448
1026,101.665,0.598
1026,89.087,0.461
1027,102.166,0.622
1027,90.759,0.417
1028,106.095,0.628
1028,91.115,0.414
1029,106.153,0.627
1029,91.125,0.414
1030,104.874,0.608
1030,91.974,0.402
1031,96.74,0.536
1031,89.889,0.432
1032,92.141,0.515
1032,92.022,0.456
1033,99.349,0.529
1033,92.743,0.461
1034,94.067,0.531
1034,101.295,0.467
1035,94.035,0.531
1035,101.243,0.467
1036,92.134,0.534
1036,94.781,0.461
1037,90.354,0.567
1037,103.914,0.506
1038,88.68,0.621
1038,99.905,0.486
1039,93.231,0.574
1039,102.919,0.445
1040,93.201,0.585
1040,99.012,0.437
1041,93.21,0.585
1041,99.062,0.437
1042,92.743,0.56
1042,99.04,0.458
1043,96.169,0.532
1043,97.317,0.459
1044,97.823,0.471
1044,93.562,0.435
1045,96.831,0.528
1045,91.69,0.427
1046,99.318,0.565
1046,92.195,0.43
1047,99.392,0.566
1047,92.158,0.43
1048,97.714,0.517
1048,91.171,0.419
1049,100.382,0.526
1049,88.389,0.433
1050,106.295,0.573
1050,91.842,0.43
1051,109.293,0.595
1051,93.678,0.445
1052,104.085,0.557
1052,93.721,0.454
1053,104.096,0.557
1053,93.872,0.454
1054,99.17,0.494
1054,97.401,0.44
1055,96.228,0.496
1055,98.695,0.437
1056,95.747,0.501
1056,95.925,0.434
1057,95.318,0.52
1057,95.61,0.448
1058,94.004,0.55
1058,103.001,0.463
1059,93.872,0.55
1059,102.895,0.463
1060,99.302,0.574
1060,105.859,0.487
1061,102.3,0.588
1061,108.854,0.473
1062,100.517,0.534
1062,107.873,0.482
1063,100.445,0.576
1063,108.746,0.461
1064,95.906,0.494
1064,106.651,0.443
1065,95.889,0.494
1065,106.799,0.444
1066,95.401,0.558
1066,101.674,0.451
1067,91.948,0.593
1067,103.427,0.438
1068,91.067,0.592
1068,99.443,0.433
1069,89.603,0.594
1069,97.096,0.403
1070,89.187,0.598
1070,96.058,0.409
1071,89.235,0.599
1071,96.222,0.41
1072,89.091,0.612
1072,97.322,0.424
1073,90.061,0.545
1074,90.65,0.55
1074,94.211,0.417
1075,92.992,0.561
1075,91.898,0.409
1076,94.467,0.567
1076,92.222,0.397
1077,94.51,0.567
1077,92.274,0.397
1078,98.669,0.595
1078,92.062,0.396
1079,100.016,0.568
1080,99.685,0.57
1080,93.717,0.415
1081,99.972,0.544
1081,96.277,0.421
1082,99.644,0.569
1082,91.846,0.412
1083,99.656,0.569
1083,91.895,0.412
1084,99.289,0.561
1084,92.035,0.419
1085,96.492,0.571
1085,98.324,0.407
1086,95.651,0.554
1086,100.624,0.671
1087,95.394,0.553
1087,101.297,0.433
1088,95.448,0.538
1088,79.528,0.483
1089,95.476,0.538
1089,80.753,0.479
1090,94.045,0.535
1090,111.457,0.448
1091,94.51,0.54
1091,125.323,0.429
1092,95.165,0.564
1092,116.516,0.409
1093,95.027,0.575
1093,116.089,0.369
1094,94.564,0.56
1094,104.838,0.349
1095,94.528,0.561
1095,105.119,0.349
1096,94.329,0.509
1096,101.95,0.351
1097,94.288,0.498
1097,97.829,0.352
1098,93.032,0.514
1098,97.224,0.348
1099,89.241,0.513
1099,89.742,0.386
1100,86.894,0.551
1100,83.319,0.406
1101,86.821,0.55
1101,83.237,0.406
1102,82.939,0.616
1102,83.744,0.402
1103,81.343,0.594
1103,83.923,0.381
1104,78.035,0.578
1104,84.239,0.378
1105,77.492,0.553
1105,89.513,0.368
1106,77.258,0.571
1106,89.458,0.365
1107,77.207,0.571
1107,89.362,0.365
1108,76.803,0.562
1108,90.195,0.362
1109,77.553,0.533
1109,94.409,0.381
1110,81.404,0.515
1110,93.054,0.355
1111,83.108,0.508
1111,93.439,0.357
1112,85.26,0.524
1112,86.592,0.39
1113,85.428,0.523
1113,86.476,0.391
1114,87.619,0.587
1114,89.081,0.338
1115,88.864,0.559
1115,90.592,0.389
1116,88.636,0.59
1116,81.373,0.38
1117,90.2,0.607
1117,86.472,0.363
1118,91.603,0.621
1118,86.252,0.331
1119,91.743,0.621
1119,86.18,0.331
1120,93.241,0.622
1120,79.284,0.396
1121,92.947,0.579
1121,83.31,0.376
1122,90.19,0.54
1122,79.076,0.368
1123,90.326,0.56
1123,80.693,0.368
1124,88.519,0.563
1124,78.336,0.38
1125,88.504,0.572
1125,78.286,0.381
1126,84.376,0.593
1126,82.273,0.361
1127,83.359,0.663
1127,84.055,0.364
1128,82.788,0.599
1128,81.772,0.374
1129,84.963,0.591
1129,88.702,0.379
1130,86.421,0.572
1130,87.127,0.388
1131,86.457,0.571
1131,87.12,0.389
1132,76.545,0.614
1132,90.761,0.358
1133,74.965,0.623
1133,101.131,0.473
1134,72.109,0.649
1134,93.19,0.457
1135,70.805,0.669
1135,85.534,0.409
1136,68.434,0.634
1136,89.188,0.42
1137,68.318,0.634
1137,89.253,0.42
1138,71.07,0.619
1138,87.339,0.41
1139,71.0,0.639
1139,83.217,0.429
1140,75.412,0.606
1140,87.079,0.449
1141,76.886,0.603
1141,85.29,0.464
1142,78.294,0.591
1142,81.774,0.474
1143,78.325,0.592
1143,79.76,0.493
1144,81.116,0.597
1144,86.388,0.466
1145,85.97,0.597
1145,87.68,0.485
1146,87.337,0.596
1146,89.871,0.41
1147,89.874,0.599
1147,93.969,0.41
1148,90.337,0.574
1148,91.44,0.424
1149,90.356,0.574
1149,91.474,0.425
1150,91.529,0.548
1150,92.757,0.42
1151,91.842,0.537
1151,96.043,0.406
1152,93.291,0.557
1152,95.604,0.415
1153,93.498,0.589
1153,91.383,0.414
1154,93.251,0.611
1154,91.099,0.406
1155,93.231,0.611
1155,91.155,0.406
1156,93.172,0.585
1156,93.43,0.408
1157,92.855,0.623
1157,94.488,0.393
1158,92.074,0.56
1158,95.54,0.401
1159,91.828,0.549
1159,92.886,0.432
1160,90.066,0.581
1160,93.15,0.43
1161,90.099,0.581
1161,93.167,0.429
1162,89.053,0.582
1162,89.235,0.4
1163,91.297,0.547
1163,93.222,0.399
1164,88.356,0.548
1164,91.808,0.417
1165,89.256,0.547
1165,94.454,0.438
1166,89.373,0.546
1166,87.055,0.415
1167,89.359,0.547
1167,86.968,0.414
1168,87.83,0.563
1168,90.679,0.398
1169,85.825,0.556
1169,101.568,0.384
1170,85.27,0.553
1170,103.459,0.388
1171,86.027,0.549
1171,106.369,0.376
1172,85.771,0.538
1172,106.661,0.356
1173,85.723,0.538
1173,106.648,0.356
1174,87.102,0.533
1174,102.158,0.41
1175,86.16,0.527
1175,101.906,0.373
1176,85.916,0.514
1176,94.537,0.412
1177,86.441,0.526
1177,94.054,0.405
1178,87.678,0.549
1178,89.644,0.408
1179,87.693,0.55
1179,89.663,0.408
1180,89.884,0.585
1180,86.07,0.404
1181,93.303,0.597
1181,83.925,0.393
1182,96.203,0.65
1182,86.184,0.419
1183,100.072,0.61
1183,87.227,0.395
1184,103.25,0.578
1184,94.45,0.401
1185,103.235,0.578
1185,94.611,0.401
1186,107.186,0.545
1186,99.584,0.412
1187,114.112,0.533
1187,104.459,0.422
1188,115.792,0.54
1188,109.111,0.439
1189,113.424,0.544
1189,109.3,0.429
1190,115.065,0.558
1190,107.142,0.396
1191,115.021,0.558
1191,107.259,0.396
1192,116.291,0.601
1192,103.63,0.408
1193,118.331,0.594
1193,106.521,0.392
1194,121.459,0.601
1194,103.011,0.392
1195,123.148,0.652
1195,101.421,0.39
1196,120.057,0.641
1196,98.257,0.405
1197,120.027,0.64
1197,98.239,0.406
1198,120.587,0.611
1198,97.067,0.384
1199,122.314,0.555
1199,94.449,0.377
1200,125.82,0.602
1200,91.865,0.388
1201,131.394,0.554
1201,93.551,0.375
1202,140.289,0.559
1202,96.032,0.375
1203,140.277,0.559
1203,96.114,0.375
1204,143.458,0.548
1204,96.868,0.414
1205,149.706,0.54
1205,94.768,0.418
1206,145.761,0.543
1206,97.245,0.38
1207,142.531,0.535
1207,96.759,0.359
1208,141.747,0.489
1208,93.309,0.365
1209,141.772,0.487
1209,93.201,0.366
1210,139.649,0.458
1210,103.966,0.373
1211,132.973,0.444
1211,103.572,0.416
1212,128.351,0.444
1212,105.633,0.428
1213,132.365,0.489
1213,105.99,0.449
1214,126.138,0.486
1214,103.773,0.435
1215,126.141,0.487
1215,103.777,0.434
1216,114.094,0.427
1216,106.528,0.471
1217,111.558,0.436
1217,107.7,0.468
1218,107.791,0.445
1218,105.22,0.391
1219,104.525,0.445
1219,107.664,0.433
1220,100.106,0.447
1221,100.163,0.447
1222,98.913,0.469
1222,103.367,0.382
1223,96.924,0.458
1223,102.197,0.393
1224,96.092,0.497
1224,100.42,0.369
1225,95.243,0.501
1225,98.698,0.448
1226,93.691,0.495
1226,95.317,0.454
1227,93.628,0.496
1227,95.374,0.455
1228,93.25,0.474
1228,99.745,0.395
1229,91.399,0.448
1230,90.447,0.459
1230,95.849,0.519
1231,92.136,0.476
1231,99.627,0.386
1232,90.885,0.529
1232,102.601,0.421
1233,90.9,0.528
1233,102.732,0.422
1234,94.421,0.528
1234,104.235,0.422
1235,96.164,0.553
1235,96.148,0.427
1236,94.866,0.613
1236,101.18,0.406
1237,99.848,0.566
1237,91.701,0.514
1238,95.984,0.594
1238,114.802,0.387
1239,96.05,0.596
1239,115.318,0.385
1240,98.974,0.564
1240,113.969,0.357
1241,101.671,0.572
1241,112.492,0.369
1242,107.261,0.587
1242,134.958,0.356
1243,110.901,0.556
1243,120.65,0.39
1244,107.294,0.577
1244,117.065,0.396
1245,107.265,0.577
1245,117.234,0.396
1246,96.778,0.619
1246,117.779,0.379
1247,88.699,0.557
1247,115.514,0.38
1248,84.36,0.616
1248,109.631,0.411
1249,76.434,0.505
1249,89.765,0.402
1250,71.391,0.539
1250,94.349,0.394
1251,71.396,0.54
1251,94.387,0.395
1252,68.836,0.532
1252,86.982,0.351
1253,64.798,0.486
1253,84.621,0.346
1254,65.149,0.522
1254,86.661,0.351
1255,63.633,0.537
1255,68.334,0.382
1256,65.199,0.579
1256,62.323,0.332
1257,65.259,0.58
1257,62.26,0.333
1258,61.496,0.614
1258,69.695,0.375
1259,67.907,0.647
1259,74.251,0.398
1260,57.881,0.654
1260,79.646,0.416
1261,56.13,0.657
1261,86.047,0.43
1262,56.616,0.668
1262,88.368,0.408
1263,56.575,0.667
1263,88.221,0.407
1264,56.975,0.647
1264,91.571,0.417
1265,57.771,0.639
1265,88.816,0.394
1266,61.369,0.642
1266,94.761,0.366
1267,61.021,0.584
1267,88.542,0.406
1268,67.022,0.573
1268,90.052,0.465
1269,67.007,0.572
1269,89.987,0.466
1270,74.905,0.572
1270,90.493,0.476
1271,79.128,0.551
1271,88.997,0.461
1272,81.346,0.536
1272,87.647,0.466
1273,82.634,0.528
1273,84.619,0.437
1274,84.612,0.542
1274,76.4,0.42
1275,84.585,0.541
1275,76.549,0.421
1276,87.074,0.562
1276,74.059,0.448
1277,90.63,0.561
1277,67.18,0.378
1278,89.894,0.56
1278,61.561,0.405
1279,90.889,0.558
1279,60.259,0.449
1280,89.708,0.565
1280,62.563,0.439
1281,89.698,0.565
1281,62.611,0.439
1282,92.565,0.562
1282,65.159,0.455
1283,95.342,0.558
1283,66.254,0.447
1284,95.873,0.537
1284,69.29,0.439
1285,97.993,0.545
1285,68.456,0.451
1286,96.785,0.503
1286,71.577,0.444
1287,96.696,0.503
1287,71.551,0.444
1288,96.467,0.516
1288,77.179,0.421
1289,97.25,0.543
1289,80.336,0.436
1290,97.04,0.561
1290,83.266,0.435
1291,97.524,0.565
1291,85.224,0.419
1292,97.468,0.559
1292,85.381,0.432
1293,97.414,0.559
1293,85.324,0.433
1294,98.455,0.581
1294,90.646,0.414
1295,102.538,0.6
1295,90.773,0.416
1296,105.74,0.658
1296,93.144,0.455
1297,105.609,0.646
1297,92.536,0.43
1298,107.114,0.651
1298,93.379,0.451
1299,107.035,0.65
1299,93.478,0.452
1300,105.029,0.616
1300,96.133,0.409
1301,101.444,0.592
1301,94.351,0.427
1302,100.585,0.562
1302,91.047,0.424
1303,97.543,0.606
1303,91.962,0.421
1304,95.09,0.62
1304,91.83,0.409
1304,95.644,0.563
1305,95.049,0.62
1305,91.966,0.408
1305,95.695,0.563
1306,97.111,0.568
1306,93.647,0.39
1306,95.636,0.559
1307,90.624,0.599
1307,98.258,0.427
1307,93.33,0.535
1308,91.264,0.54
1308,95.415,0.379
1308,92.758,0.521
1309,90.417,0.55
1309,100.156,0.472
1309,90.427,0.529
1310,84.488,0.572
1310,95.108,0.455
1311,84.327,0.571
1311,95.242,0.455
1312,85.377,0.547
1312,94.369,0.414
1313,83.901,0.553
1313,95.261,0.412
1314,85.493,0.556
1314,97.52,0.4
1315,86.429,0.525
1315,102.622,0.428
1316,81.925,0.52
1316,99.176,0.393
1317,81.946,0.52
1317,99.33,0.392
1318,82.963,0.525
1318,102.772,0.416
1319,84.364,0.539
1319,100.963,0.391
1320,83.204,0.534
1320,99.049,0.425
1321,87.002,0.537
1321,100.655,0.411
1322,87.989,0.562
1322,97.545,0.411
1323,87.909,0.564
1323,97.588,0.412
1324,89.368,0.565
1324,95.342,0.45
1325,89.441,0.562
1325,92.907,0.452
1326,92.367,0.561
1326,90.349,0.383
1327,92.25,0.542
1327,90.481,0.36
1328,94.132,0.53
1328,91.167,0.409
1329,94.121,0.529
1329,91.179,0.409
1330,92.153,0.555
1330,89.466,0.402
1331,91.258,0.567
1331,94.294,0.402
1332,91.979,0.561
1332,92.333,0.477
1333,90.714,0.583
1333,88.871,0.464
1334,89.561,0.579
1334,89.549,0.39
1335,89.576,0.578
1335,89.501,0.392
1336,91.262,0.58
1336,92.436,0.4
1337,91.585,0.582
1337,86.985,0.436
1337,84.486,0.239
1338,90.753,0.586
1338,92.52,0.399
1339,90.193,0.617
1339,90.22,0.383
1340,88.797,0.607
1340,93.939,0.434
1340,84.269,0.236
1341,88.768,0.607
1341,93.873,0.435
1341,84.247,0.236
1342,88.375,0.555
1342,95.08,0.433
1343,87.956,0.616
1343,93.106,0.44
1344,87.236,0.612
1344,93.393,0.396
1345,87.022,0.55
1345,86.746,0.418
1345,84.042,0.238
