frame,speed_mps,dist_m
1,0.05078125,0.0016927083333333334
2,0.41875291510179363,0.013958430503393121
3,0.05078125,0.0016927083333333334
4,0.203125,0.0067708333333333336
5,0.4094115262807857,0.01364705087602619
6,0.20937645755089682,0.006979215251696561
7,0.203125,0.0067708333333333336
8,0.32515865268213684,0.010838621756071228
9,0.05078125,0.0016927083333333334
10,0.203125,0.0067708333333333336
11,0.7393861606300526,0.024646205354335086
12,0.6114872247042963,0.02038290749014321
13,0.6906996742717217,0.02302332247572406
14,1.0468822877544843,0.03489607625848281
15,0.32515865268213684,0.010838621756071228
16,0.9859935230715577,0.032866450769051925
17,0.6177805694834129,0.020592685649447096
18,0.4542013079296448,0.015140043597654827
19,0.7932284827092695,0.026440949423642317
20,0.8677503803838117,0.02892501267946039
21,0.20937645755089682,0.006979215251696561
22,0.32515865268213684,0.010838621756071228
23,0.47906935436224934,0.015968978478741645
24,0.8375058302035873,0.027916861006786243
25,0.6503173053642737,0.021677243512142456
26,1.0938616014491962,0.036462053381639874
27,0.45703125000000006,0.015234375000000001
28,0.9648437500000001,0.03216145833333334
29,1.975253550032011,0.06584178500106704
30,1.7062802266667871,0.05687600755555957
31,2.0369548793883636,0.06789849597961212
32,0.6281293726526905,0.020937645755089683
33,0.25390625000000006,0.008463541666666668
34,2.0937645755089687,0.06979215251696562
35,0.9084026158592896,0.030280087195309655
36,1.1171875,0.03723958333333333
37,2.0720990228151654,0.06906996742717218
38,1.4109513426784956,0.04703171142261652
39,0.43387519019190585,0.014462506339730195
40,1.0566893617457132,0.03522297872485711
41,0.203125,0.0067708333333333336
42,0.287262129857035,0.009575404328567832
43,0.203125,0.0067708333333333336
44,0.203125,0.0067708333333333336
45,0.15234375,0.005078125
46,0.05078125,0.0016927083333333334
47,1.4227815190592557,0.04742605063530852
48,0.5398120920529315,0.017993736401764382
49,0.8266588583956882,0.027555295279856274
50,6.268142612960099,0.20893808709866996
51,2.0912998723879848,0.06970999574626616
52,3.954747767838875,0.13182492559462916
53,1.4363106492851747,0.047877021642839156
54,0.8188230525615714,0.02729410175205238
55,1.5477871758098924,0.051592905860329746
56,1.0938616014491962,0.036462053381639874
57,0.3661888014143114,0.012206293380477047
58,0.8140853673611648,0.027136178912038827
59,0.4094115262807857,0.01364705087602619
60,0.5078125000000001,0.016927083333333336
61,0.203125,0.0067708333333333336
62,1.0168937387832433,0.03389645795944144
63,0.4542013079296448,0.015140043597654827
64,0.2271006539648224,0.007570021798827414
65,0.2271006539648224,0.007570021798827414
66,1.256258745305381,0.041875291510179366
67,1.8843881179580717,0.06281293726526906
68,1.6903368804860321,0.056344562682867735
69,0.66015625,0.022005208333333335
70,0.55859375,0.018619791666666666
71,1.1855002178833889,0.0395166739294463
72,1.47265625,0.049088541666666666
73,0.7109375,0.023697916666666666
74,1.7024977342587715,0.05674992447529238
75,0.66015625,0.022005208333333335
76,0.6114872247042963,0.02038290749014321
77,0.40625,0.013541666666666667
78,0.0,0.0
79,0.594379292341231,0.019812643078041033
80,0.5078125000000001,0.016927083333333336
81,0.20937645755089682,0.006979215251696561
82,0.4094115262807857,0.01364705087602619
83,1.3406634700919773,0.044688782336399245
84,1.5369195105896893,0.05123065035298965
85,1.4787723212601052,0.04929241070867017
86,1.2113217636280886,0.04037739212093629
87,0.4094115262807857,0.01364705087602619
88,0.57452425971407,0.019150808657135664
89,0.41875291510179363,0.013958430503393121
90,1.8400759540305835,0.06133586513435278
91,1.6257932634106844,0.054193108780356145
92,1.7946700125932797,0.05982233375310932
93,0.6281293726526905,0.020937645755089683
94,1.9614976789512781,0.0653832559650426
95,2.9312704057125556,0.09770901352375186
96,3.661888014143114,0.12206293380477047
97,3.515661892167542,0.11718872973891807
98,2.234375,0.07447916666666667
99,0.8140853673611648,0.027136178912038827
100,2.642577403224218,0.08808591344080727
101,3.0485672383976135,0.10161890794658711
102,1.4227815190592557,0.04742605063530852
103,1.2449176463883314,0.04149725487961105
104,1.0760353957243054,0.035867846524143515
105,0.41875291510179363,0.013958430503393121
106,1.2355611389668257,0.04118537129889419
107,1.4935213688131692,0.04978404562710564
108,2.4711222779336515,0.08237074259778839
109,0.8617863895711048,0.028726212985703492
110,1.3203125,0.04401041666666667
111,0.6423376497217022,0.021411254990723404
112,1.2355611389668257,0.04118537129889419
113,0.5398120920529315,0.017993736401764382
114,0.6906996742717217,0.02302332247572406
115,0.5469308007245981,0.018231026690819937
116,1.6257932634106844,0.054193108780356145
117,0.609375,0.0203125
118,0.4542013079296448,0.015140043597654827
119,1.14904851942814,0.03830161731427133
120,1.3626039237889345,0.04542013079296448
121,1.26953125,0.042317708333333336
122,0.7932284827092695,0.026440949423642317
123,0.20937645755089682,0.006979215251696561
124,0.20937645755089682,0.006979215251696561
125,0.8868564045134717,0.029561880150449055
126,0.9754759580464105,0.032515865268213685
127,0.898412024095327,0.029947067469844234
128,0.8677503803838117,0.02892501267946039
129,0.4094115262807857,0.01364705087602619
130,0.8188230525615714,0.02729410175205238
131,0.594379292341231,0.019812643078041033
132,0.66015625,0.022005208333333335
133,0.3046875,0.01015625
134,0.15234375,0.005078125
135,0.05078125,0.0016927083333333334
136,0.47906935436224934,0.015968978478741645
137,1.796824048190654,0.05989413493968847
138,2.919369852710352,0.0973123284236784
139,2.408230845592686,0.0802743615197562
140,2.4543687133863976,0.08181229044621326
141,0.9859935230715577,0.032866450769051925
142,1.0269872242579567,0.03423290747526522
143,1.6533177167913764,0.05511059055971255
144,3.454618243313037,0.1151539414437679
145,2.2395625150437444,0.07465208383479148
146,1.8281250000000002,0.060937500000000006
147,0.8140853673611648,0.027136178912038827
148,1.6880469672010205,0.056268232240034015
149,2.062118957462581,0.06873729858208603
150,2.525314341703635,0.0841771447234545
151,1.6750116604071745,0.055833722013572486
152,2.2487552166507725,0.07495850722169242
153,0.8266588583956882,0.027555295279856274
154,1.4935213688131692,0.04978404562710564
155,2.9439988988791357,0.09813329662930452
156,1.52766340964365,0.05092211365478834
157,0.5398120920529315,0.017993736401764382
158,1.26953125,0.042317708333333336
159,0.6177805694834129,0.020592685649447096
160,1.2449176463883314,0.04149725487961105
161,1.6376461051231428,0.05458820350410476
162,1.6533177167913764,0.05511059055971255
163,2.640625,0.08802083333333334
164,1.625,0.05416666666666667
165,0.8125,0.027083333333333334
166,2.2435889566161626,0.07478629855387209
167,1.4372080630867483,0.04790693543622494
168,2.255053461291162,0.0751684487097054
169,1.3203125,0.04401041666666667
170,0.8140853673611648,0.027136178912038827
171,0.2271006539648224,0.007570021798827414
172,1.2282345788423572,0.04094115262807857
173,1.0206904927700906,0.03402301642566968
174,1.6376461051231428,0.05458820350410476
175,1.26953125,0.042317708333333336
176,1.796824048190654,0.05989413493968847
177,0.7932284827092695,0.026440949423642317
178,0.86328125,0.02877604166666667
179,0.3661888014143114,0.012206293380477047
180,1.4647552056572457,0.04882517352190819
181,0.8266588583956882,0.027555295279856274
182,0.9859935230715577,0.032866450769051925
183,0.32515865268213684,0.010838621756071228
184,0.5398120920529315,0.017993736401764382
185,0.76171875,0.025390625
186,1.0468822877544843,0.03489607625848281
187,1.0760353957243054,0.035867846524143515
188,1.644716809602511,0.054823893653417034
189,0.609375,0.0203125
190,0.57452425971407,0.019150808657135664
191,1.7737128090269434,0.05912376030089811
192,1.7183282508121267,0.05727760836040422
193,2.69140625,0.08971354166666667
194,2.3710004357667778,0.0790333478588926
195,1.0566893617457132,0.03522297872485711
196,1.2397283047229541,0.04132427682409847
197,2.197132808485869,0.07323776028286229
198,2.5089226758041114,0.08363075586013705
199,3.941684981472272,0.13138949938240907
200,3.362700479763484,0.11209001599211613
201,1.3329473572600543,0.04443157857533514
202,3.350023320814349,0.11166744402714497
203,3.656602630564547,0.12188675435215157
204,3.250396704304193,0.10834655681013977
205,3.85970907271216,0.12865696909040533
206,1.6750116604071745,0.055833722013572486
207,0.66015625,0.022005208333333335
208,1.15910358388026,0.038636786129341995
209,2.6716922452118244,0.08905640817372748
210,3.4710015215352468,0.11570005071784156
211,2.433794383784108,0.08112647945947025
212,2.6658947145201086,0.08886315715067028
213,0.9084026158592896,0.030280087195309655
214,3.661888014143114,0.12206293380477047
215,5.828130236257702,0.19427100787525672
216,3.363850579716087,0.11212835265720289
217,3.3206433658677126,0.11068811219559042
218,4.187529151017937,0.13958430503393124
219,1.4656352028562778,0.04885450676187593
220,3.659422451789908,0.12198074839299693
221,2.603251141151435,0.08677503803838117
222,1.5072709924650454,0.05024236641550151
223,1.135503269824112,0.03785010899413707
224,2.1930210739215577,0.07310070246405193
225,0.76171875,0.025390625
226,1.5766739925889086,0.05255579975296362
227,0.25390625000000006,0.008463541666666668
228,0.3661888014143114,0.012206293380477047
229,0.05078125,0.0016927083333333334
230,0.5078125000000001,0.016927083333333336
231,0.2271006539648224,0.007570021798827414
232,0.7323776028286229,0.024412586760954095
233,0.86328125,0.02877604166666667
234,2.221062972438887,0.07403543241462957
235,2.496558299885377,0.08321860999617922
236,2.6111637768495584,0.08703879256165195
237,0.9363599839438088,0.031211999464793628
238,0.9363599839438088,0.031211999464793628
239,1.1137197601288946,0.03712399200429649
240,1.8168052317185792,0.06056017439061931
241,2.0312500000000004,0.06770833333333334
242,2.4711222779336515,0.08237074259778839
243,0.7883369962944543,0.02627789987648181
244,2.8219026853569913,0.09406342284523304
245,2.062118957462581,0.06873729858208603
246,1.8843881179580717,0.06281293726526906
247,1.4787723212601052,0.04929241070867017
248,1.6321254909363012,0.05440418303121004
249,0.43387519019190585,0.014462506339730195
250,2.658145004186425,0.08860483347288084
251,3.0472981477001166,0.10157660492333723
252,2.6411132361139993,0.08803710787046665
253,2.106656958320235,0.07022189861067449
254,1.3329473572600543,0.04443157857533514
255,0.4094115262807857,0.01364705087602619
256,1.0156250000000002,0.03385416666666667
257,1.256258745305381,0.041875291510179366
258,1.4656352028562778,0.04885450676187593
259,2.1877232028983924,0.07292410676327975
260,1.4935213688131692,0.04978404562710564
261,0.5398120920529315,0.017993736401764382
262,1.14116666291084,0.03803888876369466
263,1.3813993485434435,0.04604664495144812
264,1.2113217636280886,0.04037739212093629
265,0.66015625,0.022005208333333335
266,0.9084026158592896,0.030280087195309655
267,0.1015625,0.0033854166666666668
268,1.0206904927700906,0.03402301642566968
269,1.6533177167913764,0.05511059055971255
270,1.6880469672010205,0.056268232240034015
271,1.3016255705757176,0.043387519019190586
272,0.9084026158592896,0.030280087195309655
273,0.25390625000000006,0.008463541666666668
274,0.203125,0.0067708333333333336
275,0.05078125,0.0016927083333333334
276,0.203125,0.0067708333333333336
277,0.287262129857035,0.009575404328567832
278,0.05078125,0.0016927083333333334
279,0.203125,0.0067708333333333336
280,0.1015625,0.0033854166666666668
281,0.203125,0.0067708333333333336
282,0.9859935230715577,0.032866450769051925
283,0.7883369962944543,0.02627789987648181
284,0.6114872247042963,0.02038290749014321
285,0.287262129857035,0.009575404328567832
286,0.4542013079296448,0.015140043597654827
287,1.9804687500000002,0.06601562500000001
288,1.5004119307423756,0.05001373102474585
289,1.5469539121286064,0.05156513040428688
290,1.5234375,0.05078125
291,0.5078125000000001,0.016927083333333336
292,3.843640829877522,0.1281213609959174
293,2.365010988883363,0.07883369962944543
294,0.898412024095327,0.029947067469844234
295,1.261380082256757,0.042046002741891894
296,1.4865988686559204,0.049553295621864016
297,0.7883369962944543,0.02627789987648181
298,0.2271006539648224,0.007570021798827414
299,2.255053461291162,0.0751684487097054
300,2.6484259771135763,0.08828086590378588
301,0.4542013079296448,0.015140043597654827
302,1.3813993485434435,0.04604664495144812
303,0.5001373102474584,0.016671243674915282
304,0.41875291510179363,0.013958430503393121
305,1.3016255705757176,0.043387519019190586
306,2.6484259771135763,0.08828086590378588
307,3.306635433582753,0.1102211811194251
308,2.0937645755089687,0.06979215251696562
309,0.7883369962944543,0.02627789987648181
310,2.4375,0.08125
311,2.09191632041092,0.06973054401369733
312,0.9540930662684656,0.03180310220894885
313,0.6813019618944672,0.02271006539648224
314,0.8868564045134717,0.029561880150449055
315,0.25390625000000006,0.008463541666666668
316,0.203125,0.0067708333333333336
317,0.6114872247042963,0.02038290749014321
318,1.8281250000000002,0.060937500000000006
319,1.0985664042429344,0.036618880141431144
320,1.4363106492851747,0.047877021642839156
321,0.5078125000000001,0.016927083333333336
322,0.4094115262807857,0.01364705087602619
323,0.4094115262807857,0.01364705087602619
324,0.6423376497217022,0.021411254990723404
325,1.0156250000000002,0.03385416666666667
326,1.26953125,0.042317708333333336
327,0.7323776028286229,0.024412586760954095
328,1.644716809602511,0.054823893653417034
329,0.8375058302035873,0.027916861006786243
330,0.4094115262807857,0.01364705087602619
331,0.6114872247042963,0.02038290749014321
332,0.76171875,0.025390625
333,0.32515865268213684,0.010838621756071228
334,0.8375058302035873,0.027916861006786243
335,1.5369195105896893,0.05123065035298965
336,1.3813993485434435,0.04604664495144812
337,2.315981332232624,0.07719937774108747
338,1.57421875,0.052473958333333334
339,0.45703125000000006,0.015234375000000001
340,1.4227815190592557,0.04742605063530852
341,1.3626039237889345,0.04542013079296448
342,1.0985664042429344,0.036618880141431144
343,0.9754759580464105,0.032515865268213685
344,0.8868564045134717,0.029561880150449055
345,0.4542013079296448,0.015140043597654827
346,0.8140853673611648,0.027136178912038827
347,0.5078125000000001,0.016927083333333336
348,0.5469308007245981,0.018231026690819937
349,0.4094115262807857,0.01364705087602619
350,0.1015625,0.0033854166666666668
351,0.1015625,0.0033854166666666668
352,1.9614976789512781,0.0653832559650426
